Policy,Year,Country,Policy_Content,URL,Subject,Document_Type,Keyword,Geographical_area,Entry into force notes,Source
Law No. 1891 “On personal subsidiary smallholding”.,2022,Tajikistan,"This Law regulates social relations concerning the organization, management, development and termination of the activities of personal subsidiary smallholdings. Personal subsidiary farming is an independent form of non-entrepreneurial activity of a citizen or with the involvement of family members and (or) other involved citizens for the production and processing of agricultural commodities carried out on land plots provided and (or) acquired for conducting personal subsidiary smallholding in order to satisfy personal needs. The sale by citizens of agricultural commodities produced and processed while running a personal subsidiary smallholding is not recognized as entrepreneurial activity. Land plots for running a personal subsidiary smallholding consist of a personal plot of land and (or) an additional plot of land for a personal subsidiary smallholding. A personal plot of land belongs to the category of land in a populated urban area and is allotted to a citizen after state registration of the right to lifelong inheritable ownership. An additional plot of land for a personal subsidiary smallholding belongs to the category of agricultural land and is provided to a citizen with the right to open-ended possession. State regulation and support for the management and development of personal subsidiary plots consists of a set of measures that ensure effective activities in personal subsidiary plots. State regulation of the management and development of personal subsidiary smallholdings is carried out by the following methods: (a) adoption of regulatory legal acts that regulate and promote the development of activities in personal subsidiary smallholdings; (b) implementation of measures for the development of personal subsidiary smallholdings; and (c) control over compliance with the requirements of the legislation of the Republic of Tajikistan regarding the conduct of activities in additional land plots of personal subsidiary smallholdings. State support for personal subsidiary plots is carried out in the following ways: (a) the formation of an infrastructure for servicing the production, processing and storage of agricultural products; (b) organization of technical, reclamation, veterinary-sanitary and information and consulting extension services; (c) prevention and elimination of consequences of emergency situations; and (d) other forms of support determined by the regulatory legal acts of the Republic of Tajikistan. Capable citizens of the Republic of Tajikistan who have been allotted agricultural land plots for smallholding and (or) the organization of additional personal subsidiary smallholding, and (or) who have acquired the right to use a land plot for these purposes, have the right to conduct personal subsidiary plots. When running personal subsidiary plots, citizens have the right: (a) to use the land plot and property relations in the manner established by the Land Code of the Republic of Tajikistan and the Civil Code of the Republic of Tajikistan; (b) freely and independently carry out economic activities on land plots; (c) cooperate with agricultural associations and agro-industrial clusters and voluntarily join them; (d) carry out the construction and reconstruction of greenhouses and refrigeration chambers, other service structures, production facilities in the manner prescribed by regulatory legal acts; (e) demand and receive, in the manner established by the legislation of the Republic of Tajikistan, compensation for expenses associated with the seizure of a plot of land for state or public needs; (f) in accordance with the established procedure, use sources of water resources and electricity to conduct personal subsidiary smallholding; and (g) enjoy other rights provided for by the legislation of the Republic of Tajikistan. When running personal subsidiary plots, citizens are obliged to: (a) ensure the targeted and reasonable use of land plots, including sowing crops, carrying out restoration and improvement work; (b) make timely tax payments for the use of land plots of personal subsidiary plots and payments for water delivery services, for electricity, as well as other established payments; (c) comply with sanitary, hygienic and veterinary rules, agrotechnical and reclamation requirements and technology for growing agricultural crops; (d) take measures to preserve and increase soil fertility; (e) ensure the protection and reasonable use of water and land resources; (f) ensure the slaughter of farm animals in compliance with certain hygienic, sanitary and veterinary procedures in places specially designated for these purposes; (g) provide local government bodies of towns and villages with relevant information on running personal subsidiary plots in the manner and within the time limits provided for by the legislation of the Republic of Tajikistan; (h) prevent the construction of buildings, structures and planting of perennial plantings on additional land plots of personal subsidiary smallholding; and (i) ensure the fulfillment of other duties established by the legislation of the Republic of Tajikistan. When running personal subsidiary plots, citizens independently determine the direction, nature and types of activities, composition and volume of production. Accounting for personal subsidiary plots is carried out in the household accounting book by the self-government bodies of rural settlements and villages. This Law contains 6 Chapters divided into 21 Articles. Chapter 1 lays down general provisions. Chapter 2 regards state regulation of conducting and development of personal subsidiary smallholding. Chapter 3 establishes rights and duties of citizens in the process of management of subsidiary smallholding. Chapter 4 regards the conduct of personal subsidiary smallholding. Chapter 5 regards property relations in subsidiary smallholding. Chapter 6 lays down final provisions.",https://www.ecolex.org/details/legislation/law-no-1891-on-personal-subsidiary-smallholding-lex-faoc221409/?type=legislation&xsubjects=Mineral+resources&page=107,Agricultural & rural development,Legislation,"Agricultural development, Smallholders/peasants, Family farming, Agricultural commodities, Processing/handling, Farming, Agricultural land, Urban and peri-urban agriculture, Agricultural extension, Crops/grasses, Soil conservation/soil improvement","Asia, Central Asia, CIS (Commonwealth of Independent States), Europe and Central Asia, Landlocked Developing Nations, North Asia",This Law enters into force after its official publication.,ECOLEX_Legislation
Law No. 1911 amending Law No. 1018 “On energy saving and energy efficiency”.,2022,Tajikistan,"Article 1 shall be amended to add the following wording: “Secondary energy resources shall be intended energy resources obtained in the form of production and consumption waste or by-products as a result of the implementation of a technological process or the use of equipment, the functional purpose of which is not related to the production of the corresponding type of energy resources”. Article 17 shall be amended to add the following wording: “State support in the field of energy saving and energy efficiency can be granted for promoting an increase in the use of energy sources, secondary energy resources and (or) renewable energy sources, as well as an increase in the number of facilities using them”.",https://www.ecolex.org/details/legislation/law-no-1911-amending-law-no-1018-on-energy-saving-and-energy-efficiency-lex-faoc221522/?type=legislation&xsubjects=Mineral+resources&page=107,"Energy, Environment gen.",Legislation,"Energy conservation/energy production, Renewable energy, Recycling/reuse","Asia, Central Asia, CIS (Commonwealth of Independent States), Europe and Central Asia, Landlocked Developing Nations, North Asia",This Law enters into force after its official publication.,ECOLEX_Legislation
Law No. 1909 amending Law No. 33 on energy.,2022,Tajikistan,"Article 5 (1) shall be amended to add the following wording: “State support in the field of energy is provided in the following fields: (a) assistance in attracting investments; (b) assistance in the development and use of modern technologies; (c) financing of targeted government programs; (d) assistance in ensuring information activities; (e) assistance in organizing and conducting research and experimental technological work; other fields envisaged by the legislation of the Republic of Tajikistan"". Article 19 (1) shall be amended to add the following wording: “International cooperation in the field of energy is carried out in accordance with the legislation of the Republic of Tajikistan and international legal acts recognized by Tajikistan. The main directions of international cooperation in the field of energy are: (a) mutual exchange of scientific achievements and technologies with international and foreign organizations; (b) participation in international energy projects; (c) exchange of experience in the effective use of renewable energy sources; (d) training and retraining of personnel in the field of energy on the basis of cooperation agreements; and (e) organization and participation in international conferences, symposia and seminars"".",https://www.ecolex.org/details/legislation/law-no-1909-amending-law-no-33-on-energy-lex-faoc221527/?type=legislation&xsubjects=Mineral+resources&page=107,Energy,Legislation,"Energy conservation/energy production, Renewable energy, International relations/cooperation","Asia, Central Asia, CIS (Commonwealth of Independent States), Europe and Central Asia, Landlocked Developing Nations, North Asia",This Law enters into force after its official publication.,ECOLEX_Legislation
Law No. 1910 amending Law No. 587 “On the use of renewable energy sources”.,2022,Tajikistan,"The preamble of the Law shall be stated as follows: “This Law defines the organizational, legal and economic foundations of energy saving, reducing the level of anthropogenic impact on the environment and climate, the effective use of renewable energy sources, the powers of government bodies, the rights and obligations of natural persons and legal entities in the field of use of renewable energy sources"". Article 1 shall be amended to add the following wording: “Renewable energy sources shall be intended non-fossil fuel sources, sources that constantly exist or periodically arise in the environment under the influence of flows of the sun, wind, water (natural and artificial streams and reservoirs), geothermal waters, wood waste and biomass”.",https://www.ecolex.org/details/legislation/law-no-1910-amending-law-no-587-on-the-use-of-renewable-energy-sources-lex-faoc221526/?type=legislation&xsubjects=Mineral+resources&page=107,Energy,Legislation,"Energy conservation/energy production, Renewable energy","Asia, Central Asia, CIS (Commonwealth of Independent States), Europe and Central Asia, Landlocked Developing Nations, North Asia",This Law enters into force after its official publication.,ECOLEX_Legislation
"Law No. 1892 “On fishfarming, fisheries and protection of fish stocks”.",2022,Tajikistan,"This Law regulates public relations in the field of fishfarming, fisheries and the protection of fish resources and is aimed at providing the population with fish and its processed products. The objectives of this Law are: (a) providing the consumer market with fish products; (b) reproduction, breeding and protection of fish resources; (c) improvement of the technological process of production, storage and sale of fish products; (d) regulation of economic relations related to the production, storage and sale of fish products; (e) state control over the circulation of fish resources; (f) prevention of non-compliance with fishing rules and illegal fishing; and (g) prevention of pollution of the fish habitat by hazardous and harmful substances. State regulation of relations in the field of fishfarming, fishing and protection of fish resources is based on the following principles: (a) productivity of fishfarming; (b) protection of the environment and fisheries resources; (c) state support for the development of fishfarming; (d) participation of citizens and public organizations; and (e) free access to information. State monitoring of fish resources is carried out for the following purposes: (a) preparation of annual information on fish resources and their use in fishfarming and fishing; (b) identification and forecasting of processes that affect the state of fish resources and their habitat; (c) organizing the rational use of fish resources, including, if necessary, establishing restrictions on fishing; and (e) development of measures for the protection and restoration of fish resources. Fish farms can organize fish breeding in ponds, reservoirs and other specially equipped waterbodies with the following fishfarming regime: (a) fish breeding, starting from fish spawn to commercial fish, as well as breeding pedigree fish and small fry; (b) breeding of fry and yearlings;  and (c) breeding of commodity fish. Recreational fishfarming is organized using fish resources bred in natural waterbodies and (or) artificial habitat conditions. Natural and artificial waterbodies that are state property can be transferred on a contractual basis to fishfarms for short-term use. An agreement for the use of natural and artificial waterbodies includes the following basic information: (a) the subject and duration of the agreement; (b) location and area of the waterbody; (c) forecasting the volume of release of fry into a waterbody, cultivation of fish and their catch from the waterbody; (d) information about the infrastructure facilities of fishfarms; (e) reclamation measures carried out by fishfarms in waterbodies; (f) procedure for compensation of losses; and (g) obligations of fishfarms to protect the environment. Fish resources of natural waterbodies are the exclusive property of the state. Fish resources of artificially created waterbodies, according to the legislation of the Republic of Tajikistan, can be state or private property. Natural persons and legal entities can carry out the following types of fishing: (a) industrial; (b) for research and control purposes; (c) for the purposes of fishfarming, reproduction and acclimatization of fish resources; and (d) recreation and sport. Fishing quota in natural waterbodies is determined on the basis of documents confirming the right to fish. The fishing quota in natural waterbodies is annually determined and approved by the authorized state body in the field of environmental protection on the basis of a scientifically substantiated conclusion for industrial purposes, for the purposes of reproduction and acclimatization, and the organization of recreational and sport fishing. This Law contains VII Chapters divided into 33 Articles. Chapter I lays down general provisions. Chapter II establishes state regulation in the field of fishfarming, fisheries and protection of fish resources. Chapter III defines activities in the field of fishfarming. Chapter IV defines the right to fish resources. Chapter V deals with fisheries. Chapter VI regards protection of fish resources and their habitat. Chapter VII lays down final provisions.",https://www.ecolex.org/details/legislation/law-no-1892-on-fishfarming-fisheries-and-protection-of-fish-stocks-lex-faoc221432/?type=legislation&xsubjects=Mineral+resources&page=107,"Environment gen., Food & nutrition, Fisheries",Legislation,"Protection of habitats, Freshwater pollution, Hazardous substances, Hazardous waste, Protection of environment, Offences/penalties, Legal proceedings/administrative proceedings, Data collection/reporting, Access-to-information, Basic legislation, Fishery management and conservation, Inland fisheries, Allocation/quota, Non-commercial fishing, Research, Aquaculture, Stock enhancement/repopulation, Fish products, Contract/agreement, Processing/handling, Transport/storage, Internal trade","Asia, Central Asia, CIS (Commonwealth of Independent States), Europe and Central Asia, Landlocked Developing Nations, North Asia",This Law enters into force after its official publication.,ECOLEX_Legislation
"Décret n.100/083 du 18 Juillet 2022 portant création, missions, organisation et fonctionnement de l'autorité burundaise de régulation de produits vétérinaires, des pesticides et des aliments ""ABREVPA"", en sigle.",2022,Burundi,"Avec ce décret, composé par 4 Chapitres, il est créé une Autorité de Régulation des Produits Vétérinaires, des Pesticides et des Aliments. Comme spécifié dans le Chapitre 1, qui réglemente la création de l'Autorité, son objet et sa mission ainsi que le champ d'application du décret, il s'agit d'une administration personnalisée de l'Etat jouissant d'une personnalité juridique et fonctionnant essentiellement sur les subsides de l’Etat et sous tutelle du Ministère de l'Environnement, de l’Agriculture et de l’Elevage.",https://www.ecolex.org/details/legislation/decret-n100083-du-18-juillet-2022-portant-creation-missions-organisation-et-fonctionnement-de-lautorite-burundaise-de-regulation-de-produits-veterinaires-des-pesticides-et-des-aliments-abrevpa-en-sigle-lex-faoc212716/?type=legislation&xsubjects=Mineral+resources&page=107,"Agricultural & rural development, Livestock, Food & nutrition, Cultivated plants",Regulation,"Pesticides, Financing, Fish products, Food additives, Food quality control/food safety, Fraud, Hygiene/sanitary procedures, Inspection, Institution, Local government, Public health, Animal feed/feedstuffs, Authorization/permit, Certification, Internal trade, International trade, Packaging/labelling, Research, Transport/storage, Drugs, Animal health, Plant protection","Africa, Eastern Africa, Landlocked Developing Nations, Least Developed Countries",,ECOLEX_Legislation
Forest Products Regulations 2020.,2022,Australia,"These Regulations are organised in 6 Parts. Part 2 regulates the delivery notes; delivery note under these Regulations means a note relating to the removal of Commission produce, and establishes the form, the information required, etc.  Part 3 provides for the specific requirements relating to sawmills and establishes a prohibition to receive log timber from Commission land without delivery note. Part 4 specifies discipline on determination of quantity of Commission produce. Part 5 requires record of log timber receivals to be made.",https://www.ecolex.org/details/legislation/forest-products-regulations-2020-lex-faoc212785/?type=legislation&xsubjects=Mineral+resources&page=107,Forestry,Regulation,"Timber extraction/logging, Offences/penalties, Public forest, Institution, Monitoring, Data collection/reporting, Forest management/forest conservation","Asia and the Pacific, Australia and New Zealand, Indian Ocean, Oceania, South Pacific",,ECOLEX_Legislation
Decreto Nº 68 - Reglamento de la Ley Nº 145 del Ordenamiento Territorial y Urbano y Gestión del Suelo.,2022,Cuba,"El presente Reglamento establece las normas para la aplicación de la Ley 145 del Ordenamiento Territorial y Urbano y la Gestión del Suelo relacionadas con: 1. Los objetivos, contenido, etapas, ámbitos, alcance e instancias de aprobación de los instrumentos de ordenamiento territorial y urbano, en lo adelante, instrumentos. 2. La clasificación y calificación del suelo, su delimitación, definición y regulación. 3. La ocupación, utilización del suelo y el proceso de urbanización, incluso para huertos restringidos o agricultura urbana. 4. La gestión del suelo. 5. La participación en la elaboración y gestión de los instrumentos, y su comunicación. Los planes de desarrollo económico y social proporcionan a los instrumentos la visión hacia dónde debe ordenarse el territorio, de acuerdo con sus características. Los instrumentos y los planes de desarrollo económico y social a mediano y largo plazos comparten procesos homogéneos de elaboración e incorporación participativa de actores y mejoran las posibilidades de ampliar acciones para el desarrollo territorial.",https://www.ecolex.org/details/legislation/decreto-no-68-reglamento-de-la-ley-no-145-del-ordenamiento-territorial-y-urbano-y-gestion-del-suelo-lex-faoc214616/?type=legislation&xsubjects=Mineral+resources&page=107,"Agricultural & rural development, Land & soil",Regulation,"Urban and peri-urban agriculture, Enforcement/compliance, Environmental planning, Land-use planning, Pollution control, Offences/penalties, Urban land, Classification/declassification, Servitude, Cadastre/land registration, Policy/planning","Americas, Caribbean, Latin America and the Caribbean, North Atlantic, Small Island Developing States",El presente Decreto entra en vigor a los ciento veinte (120) días posteriores a su publicación en la Gaceta Oficial de la República de Cuba.,ECOLEX_Legislation
"Ley Nº 6.941 - Que declara Área Silvestre Protegida bajo Dominio Privado del Estado, con la Categoría Especial de Manejo de Nombre Genérico ""Reserva Ecológica"", a la propiedad asentada sobre la finca Nº 17077 con cta. cte. ctral. Nº 15-0192-01, y la finca Nº 21276 con cta. cte. ctral. Nº 27-3703-02, propiedad del Estado Paraguayo - Ministerio de Defensa Nacional, lugar denominado Parque Guasú Metropolitano.",2022,Paraguay,"La presente Ley declara como Área Silvestre Protegida bajo Dominio Privado del Estado, con la Categoría Especial de Manejo de Nombre Genérico ""Reserva Ecológica"", al lugar denominado Parque Guasú Metropolitano, cuyas dimensiones y linderos se especifican en el Artículo 1º.  El Ministerio de Defensa Nacional, en coordinación con las municipalidades locales realizara el Plan de Manejo del Area Protegida. Asimismo, en coordinación con el Ministerio del Ambiente y Desarrollo Sostenible, se ejecutará un Plan de Gestión Ambiental que incluya programas de acciones sobre las materias señaladas por la Ley. Quedan prohibidas las actividades que puedan generar impactos potencialmente degradantes o de alto riesgo al area protegida, incluyendo la Ia caza de animales, Ia pesca, el cambio de uso de suelo y Ia quema de pastizales naturales.",https://www.ecolex.org/details/legislation/ley-no-6941-que-declara-area-silvestre-protegida-bajo-dominio-privado-del-estado-con-la-categoria-especial-de-manejo-de-nombre-generico-reserva-ecologica-a-la-propiedad-asentada-sobre-la-finca-no-17077-con-cta-cte-ctral-no-15-0192-01-y-la-finca-no-21276-con-cta-cte-ctral-no-27-3703-02-propiedad-del-estado-paraguayo-ministerio-de-defensa-nacional-lugar-denominado-parque-guasu-metropolitano-lex-faoc211955/?type=legislation&xsubjects=Mineral+resources&page=107,"Fisheries, Forestry, Wild species & ecosystems",Legislation,"Inland fisheries, Land clearing, Protected area, Management/conservation, Environmental planning, Use restrictions, Hunting/capture, Policy/planning","Americas, Landlocked Developing Nations, Latin America and the Caribbean, South America",,ECOLEX_Legislation
"Ley de Cantabria 5/2022, de 15 de julio, de Ordenación del Territorio y Urbanismo de Cantabria.",2022,Spain,"La presente ley tiene por objeto establecer los principios básicos y regular los instrumentos necesarios para la ordenación territorial y urbanística, con el fin de establecer una utilización racional del territorio de la Comunidad Autónoma de Cantabria, así como regular la actividad administrativa en materia de usos del suelo y de los recursos naturales. La ordenación urbanística del suelo, el vuelo y el subsuelo, así como la actividad urbanística en general, se desarrollarán en el marco de la ordenación del territorio, con respeto, en todo caso, al principio de autonomía local. La ordenación territorial comprende la elaboración, aprobación y, en su caso, ejecución de los instrumentos necesarios para planificar y plasmar en el territorio las políticas económicas, sociales, medioambientales y culturales de la Comunidad Autónoma de Cantabria. La ordenación del territorio y el urbanismo tienen como finalidad común, sin perjuicio de otros fines específicos atribuidos por la Ley, la utilización del suelo conforme al interés general según el principio de desarrollo sostenible.",https://www.ecolex.org/details/legislation/ley-de-cantabria-52022-de-15-de-julio-de-ordenacion-del-territorio-y-urbanismo-de-cantabria-lex-faoc212007/?type=legislation&xsubjects=Mineral+resources&page=107,"Agricultural & rural development, Environment gen., Land & soil",Legislation,"Agricultural development, Agricultural land, Sustainable development, EIA, Climate change, Land-use planning, Soil conservation/soil improvement, Soil pollution/quality, Public participation, Local government, Urban land, Policy/planning, Erosion, Sustainable use, Legal proceedings/administrative proceedings","Europe, Europe and Central Asia, European Union Countries, Mediterranean, North Atlantic, North-East Atlantic, Southern Europe",,ECOLEX_Legislation
Orden STE/40/2022 - Se establecen las bases reguladoras para la concesión de subvenciones para inversiones en la corrección de líneas eléctricas para la protección de la avifauna en la Comunidad Autónoma de La Rioja.,2022,Spain,"La presente orden tiene por objeto establecer las bases reguladoras para compensar los costes derivados de inversiones realizadas para la corrección de líneas eléctricas aéreas de alta tensión y tramos de líneas, con conductores desnudos, destinadas a la protección de la avifauna de la colisión y la electrocución en régimen de concurrencia competitiva. Podrán beneficiarse de las subvenciones reguladas en la presente disposición los titulares (personas físicas o jurídicas, públicas o privadas) de líneas eléctricas aéreas de alta tensión con conductores desnudos, localizadas en la Comunidad Autónoma de La Rioja.",https://www.ecolex.org/details/legislation/orden-ste402022-se-establecen-las-bases-reguladoras-para-la-concesion-de-subvenciones-para-inversiones-en-la-correccion-de-lineas-electricas-para-la-proteccion-de-la-avifauna-en-la-comunidad-autonoma-de-la-rioja-lex-faoc212410/?type=legislation&xsubjects=Mineral+resources&page=107,"Energy, Wild species & ecosystems",Regulation,"Energy conservation/energy production, Subsidy/incentive, Wild fauna, Birds, Protection of species","Europe, Europe and Central Asia, European Union Countries, Mediterranean, North Atlantic, North-East Atlantic, Southern Europe",,ECOLEX_Legislation
"Law no. 106 of 2022 providing for specifications, sustainability criteria and reduction of fuel emissions.",2022,Cyprus,"This Law, consisting of 52 articles, divided into ten Part, provides for harmonising Cyprus Legislation with the following European Law: articles 25, 26, 28, 29 and 30 of the European Union Directive (EU) 2018/2001 of the European Parliament and of the Council, to promote the use of energy from renewable sources; article 1 of the Directive (EU) 2015/1513 of the European Parliament and of the Council amending Directive 98/70/EC on the quality of petrol and diesel fuels and amending Directive 2009/28/EC on promoting the use of energy from renewable sources; article 1 and the Annex of the Directive 2009/30/EC of the European Parliament and of the Council amending Directive 98/70/EC as regards concerning specifications for petrol, diesel and gas oil and establishing a mechanism for monitoring and reducing greenhouse gas emissions; articles 6 and 7 of the Directive 98/70/EC of the European Parliament and of the Council on the quality of petrol and diesel fuels and the amendment of Council Directive 93/12/EEC; articles 28, 47 and 56 of the Regulation (EU) 2018/1999 of the European Parliament and of the Council on the governance of the Energy Union and Climate Action.",https://www.ecolex.org/details/legislation/law-no-106-of-2022-providing-for-specifications-sustainability-criteria-and-reduction-of-fuel-emissions-lex-faoc212829/?type=legislation&xsubjects=Mineral+resources&page=107,"Agricultural & rural development, Air & atmosphere, Energy, Environment gen., Fisheries, Forestry, Land & soil, Sea, Water, Wild species & ecosystems",Legislation,"Agricultural commodities, Agricultural development, Crops/grasses, Air quality/air pollution, Emissions, Pollution control, Bioenergy, Biofuel, Coal, Energy conservation/energy production, Natural gas, Oil, Renewable energy, Framework law, Biosafety, Climate change, Ecofriendly products/ecofriendly processes, Offences/penalties, Protection of environment, Public health, Residues, Solid waste, Sustainable development, Waste domestic sources, Waste management, Waste non-domestic sources, Aquaculture, Afforestation/reforestation, Forest management/forest conservation, Collecting/harvesting, Protected area, Protection forest, Risk assessment/management, Sustainable use, Land-use planning, Right of use, Soil pollution/quality, Soil rehabilitation, EEZ-Exclusive Economic Zone, Harbour, Institution, Marine area, Marine pollution, Territorial sea, Maritime zone, Freshwater resources management, Ecosystem preservation, Endangered species, Protection of species, Wetlands","Asia, Europe, Europe and Central Asia, European Union Countries, Mediterranean, Middle East, Western Asia",,ECOLEX_Legislation
Law no. 107 of 2022 providing for the promotion and encouragement of the use of renewable energy sources.,2022,Cyprus,"This Law, consisting of 48 articles, and providing  for a partial harmonisation of the Cypriot Legislation with the Directive 2018/2001 of the European Parliament and of the Council on the promotion of the use of energy from renewable sources, establishes a common framework for the promotion and encouragement of the use of energy from renewable sources and therefore defines a binding Union target for the overall share of energy from renewable sources in the gross final energy consumption of the European Union in the year 2030 and rules for the financial support of electricity produced from renewable sources, for the self-consumption of similar electricity and for administrative procedures related. The Law concerns: waste heat and cooling; geothermal energy; environmental energy; renewable energy community; financial instruments.",https://www.ecolex.org/details/legislation/law-no-107-of-2022-providing-for-the-promotion-and-encouragement-of-the-use-of-renewable-energy-sources-lex-faoc212832/?type=legislation&xsubjects=Mineral+resources&page=107,Energy,Legislation,"Bioenergy, Biofuel, Certification, Consumer protection, Cooperative/producer organization, Ecofriendly products/ecofriendly processes, Emissions, Energy conservation/energy production, Environmental standards, Financing, Offences/penalties, Renewable energy, Risk assessment/management, Standards, Protection of environment","Asia, Europe, Europe and Central Asia, European Union Countries, Mediterranean, Middle East, Western Asia",,ECOLEX_Legislation
European Union (Renewable Energy) Regulations (2) 2022 (S.I. No. 350/2022).,2022,Ireland,"These Regulations have the purpose to give effect of giving effect to Articles 2, 3, 15(2), 16, 17, 18, 19, 23, 24, 25, 26, 27, 28, 29, 30 and 31 of Directive (EU) 2018/2001 of the European Parliament and of the Council of 11 December 2018. The Regulations firstly provide that the Sustainable Energy Authority of Ireland (SEAI) shall calculate the share of energy from renewable sources by applying the methodology in Schedule 1, where applicable, whereas to calculate the share of renewable energy within the final consumption of energy in the transport sector the SEAI shall apply the methodology in Schedule 2, where applicable. Regulation 5 establishes that where a support scheme requires technical specifications which must be met by renewable energy equipment and systems in order for an applicant to benefit from the scheme, such specifications shall be clearly defined and where European standards exist, including eco-labels, energy labels and other technical reference systems established by the European standardization bodies, the technical specifications shall be expressed in terms of those standards. Biofuels, bioliquids and biomass fuels must meet sustainability and greenhouse gas emissions saving criteria (paragraphs 1 to 8 of Schedule 3). The Regulations continue providing details on the procedure for verification of compliance with the sustainability and greenhouse gas emissions saving criteria in relation to biomass fuel and bioliquids and on the information, including statement of compliance, that participants to the support scheme are required to provide to the Authority.",https://www.ecolex.org/details/legislation/european-union-renewable-energy-regulations-2-2022-si-no-3502022-lex-faoc221104/?type=legislation&xsubjects=Mineral+resources&page=107,Energy,Regulation,"Biofuel, Environmental standards, Renewable energy, Standards, Bioenergy, Subsidy/incentive, Protection of environment","Atlantic Ocean Islands, Europe, Europe and Central Asia, European Union Countries, North Atlantic, North-East Atlantic, Northern Europe",,ECOLEX_Legislation
Loi n°22/030 du 15 juillet 2022 portant protection et promotion des droits des peuples autochtones pygmées.,2022,"Congo, Dem. Rep. of","La présente loi est une première dans son genre et qui porte sur la reconnaissance des droits coutumiers et de sa population autochtone. Cette loi reconnait officiellement les droits des peuples autochtones pygmées et les protège de toutes formes de discriminations et violences. Suite à la ratification des textes internationaux relatifs à ce sujet, la République Démocratique du Congo concrétise cette reconnaissance par l’adoption de cette loi. Cette législation porte aussi sur les droits fonciers de ses populations, dont ils ont été victimes de dépossession de leurs biens.   Cette loi détermine un cadre juridique de la protection et la promotion des droits autochtones pygmées. A ce titre, elle garantit particulièrement : les facilités d'accès à la justice et aux services sociaux de base ; la reconnaissance des usages, coutumes et de la pharmacopée des pygmées non contraires à la loi et la plénitude de la jouissance des terres et des ressources renfermées dans leurs milieux de vie. Elle se compose de huit chapitres qui reprennent les principes de la protection des droits de ce peuple. On trouve la définition des termes qui entrent dans le cadre de ce contexte.  Elle confirme que les peuples autochtones pygmées sont libres et égaux en dignité et en droits en tant que citoyens Congolais, à savoir le droit à la vie, à l'intégrité physique et mentale, à la liberté, à la sécurité, à la justice, à l’éducation et à la santé. Aussi, ils ont le droit de recourir à leurs coutumes et pratiques traditionnelles pour le règlement des conflits internes dans le respect de cette loi. En outre, l’état prévoit des programmes, mesures et des plans qui entrent dans le cadre du développement socio-éducatif et économique au profit de ce peuple. Cette loi assure la protection et la promotion des modes traditionnels de gestion de l'environnement par les peuples autochtones pygmées ainsi que le droit à la terre et aux ressources naturelles. A ce titre, il y a des conditions particulières à respecter en cas de délocalisation, ou réinstallation et exploitation commerciale de terres. Par ailleurs, les peuples autochtones pygmées ont le droit au travail, à la rémunération équitable, aux avantages sociaux y afférents et à la sécurité sociale sans aucune discrimination.  On y trouve que la loi prévoit des sanctions pénales et pécuniaires en cas de transgression de cette loi.",https://www.ecolex.org/details/legislation/loi-n22030-du-15-juillet-2022-portant-protection-et-promotion-des-droits-des-peuples-autochtones-pygmees-lex-faoc213451/?type=legislation&xsubjects=Mineral+resources&page=107,"Environment gen., Land & soil, Wild species & ecosystems, General",Legislation,"Education, Gender, Human rights, Cultural heritage, Economic/social/cultural rights, Public participation, Framework law, Access-to-justice, Land tenure, Right of use, Traditional rights/customary rights, Traditional knowledge/indigenous knowledge, Indigenous peoples, Ecosystem preservation, Management/conservation","Africa, Central Africa, Least Developed Countries, South Atlantic",,ECOLEX_Legislation
Decree (2022:795) on plant protection.,2022,Sweden,The present Decree implements the Plant Protection Act (2022:725). It contains the following Chapters: 1. Introductory provisions; 2. Competent authorities in questions concerning prohibitions and plant pest measures; 3. Other competent authorities; 4. Registration and notifications; 5. Official controls and other official duties; 6. Violation reporting system; 7. Charges; 8. Compensation in case of eradication or containment of quarantine pests; 9. Other provisions. The Decree authorizes the competent authorities to issue regulations concerning the specified plant protection matters. The Swedish Agricultural Agency shall be the competent authority to carry out official controls. The Swedish Forestry Agency shall be the competent authority to exercise official controls of the plants mentioned  in Section 3 of Ch. 2.,https://www.ecolex.org/details/legislation/decree-2022795-on-plant-protection-lex-faoc211657/?type=legislation&xsubjects=Mineral+resources&page=108,"Forestry, Cultivated plants",Regulation,"Risk assessment/management, Plant protection, Pests/diseases, Enforcement/compliance, Inspection, Quarantine, Liability/compensation, International trade, Offences/penalties, Governance","Arctic, Europe, Europe and Central Asia, European Union Countries, North Atlantic, North Sea, North-East Atlantic, Northern Europe",,ECOLEX_Legislation
Decree (2022:1365) on state support for increased costs in the agricultural sector.,2022,Sweden,"The present Decree lays down rules on financial support for companies in the agricultural sector. The Decree aims to strengthen companies' liquidity due to increased costs for input goods caused by Russia's invasion of Ukraine. It covers financial support given to companies operating in the following sectors: 1. animal production; and 2. greenhouse farming. The Decree specified the amount and requirements for the support, among other procedural matters.",https://www.ecolex.org/details/legislation/decree-20221365-on-state-support-for-increased-costs-in-the-agricultural-sector-lex-faoc211652/?type=legislation&xsubjects=Mineral+resources&page=108,"Agricultural & rural development, Livestock, General",Regulation,"Procedural matters, Subsidy/incentive, Hazards, Animal production","Arctic, Europe, Europe and Central Asia, European Union Countries, North Atlantic, North Sea, North-East Atlantic, Northern Europe",,ECOLEX_Legislation
