Document ID,Document Title,Family ID,Family Title,Family Summary,Collection Title(s),Collection Description(s),Document Variant,Document Content URL,Language,Source,Geography ISOs,Geographies,First event in timeline,Last event in timeline,Full timeline of events (types),Full timeline of events (dates),Date Added to System,Last Modified on System,Internal Document ID,Internal Family ID,Internal Corpus ID,Internal Collection ID(s),Framework,Topic/Response,Hazard,Sector,Keyword,Instrument,Author,Author Type,Document URL,Family URL,Document Role,Document Type,Category
strategy-on-climate-change-of-the-lao-pdr-2010-and-climate-change-action-plan-2013-2020_2afd,Strategy on Climate Change of the Lao PDR 2010 and Climate Change Action Plan 2013 – 2020,strategy-on-climate-change-of-the-lao-pdr-2010-and-climate-change-action-plan-2013-2020_18f9,Strategy on Climate Change of the Lao PDR 2010 and Climate Change Action Plan 2013 – 2020,"<p>The objective of the strategy is to secure a future where the Lao PDR is capable of mitigating and adapting to changing climatic conditions in a way that promotes sustainable economic development, reduces poverty, protects public health and safety, enhances the quality of Lao PDR's natural environment, and advances the quality of life for all Lao people. It seeks to 1) reinforce Sustainable Development Goals of the Lao PDR, including measures to achieve low-carbon economic growth, 2) increase resilience of key sectors of the national economy and natural resources to climate change and its impacts, 3) enhance cooperation, strong alliances and partnerships with national stakeholders and international partners to implement the national development goals, and 4) improve public awareness and understanding of various stakeholders about climate change, vulnerabilities and impacts, GHG emission sources and their relative contributions, and of how climate change will impact the country's economy, in order to increase stakeholder willingness to take actions. The document discusses key strategic priorities, mitigation and adaptation options for different sectors, incluing agriculture, forestry and land use, energy and transport.The Climate Change Action Plan 2013 – 2020 was released in 2013 and builds on the strategy.</p>",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcXNNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--dbb42d8ce4104c6bb01f7855ef0865e8a0098f85/2010%20Lao%20PDR%20Strategy%20on%20Climate%20Change.pdf,English,CCLW,LAO,Laos,2010-03-12 00:00:00+00:00,2013-01-01,Passed/Approved;Passed/Approved,2010-03-12;2013-01-01,2023-11-30,2026-01-20,CCLW.executive.4266.2060,CCLW.family.4266.0,CCLW.corpus.i00000001.n0000,,Adaptation;Mitigation,Adaptation;Mitigation,,Agriculture;Economy-wide;Energy;Health;LULUCF;Transport,Adaptation;Carbon Pricing;Transport;Energy Supply;REDD+ And LULUCF;Energy Demand,"Capacity building|Governance;Processes, plans and strategies|Governance;International cooperation|Governance;Education, training and knowledge dissemination|Information",,,https://climate-laws.org/documents/strategy-on-climate-change-of-the-lao-pdr-2010-and-climate-change-action-plan-2013-2020_2afd,https://climate-laws.org/document/strategy-on-climate-change-of-the-lao-pdr-2010-and-climate-change-action-plan-2013-2020_18f9,Main,Strategy,Executive
national-sustainable-development-strategy-for-the-kyrgyz-republic_fe0e,National Sustainable Development Strategy For The Kyrgyz Republic,national-sustainable-development-strategy-for-the-kyrgyz-republic_1c01,National Sustainable Development Strategy for the Kyrgyz Republic,"<p>This document sets out Kyrgyzstan's sustainable development strategy for the period 2013-2017. It is an extensive document spanning numerous issues, including mitigation and adaptation to climate change. It notably seeks to take into account the issues of adaptation to climate change in the strategic planning, including: potential of water and energy resources, energy industry, agriculture, disaster risks will bring Kyrgyzstan a notable economic benefit and will enable it to minimize hazards to human health, human property, and public infrastructure by reducing a corresponding economic damage. Renewable energy resources and energy efficiency are equally promoted.</p>
",,,Translation,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc3NIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1237ef1b5a48161bd68049b75349f97f672b7a63/f,English,CCLW,KGZ,Kyrgyzstan,2013-04-30 00:00:00+00:00,2013-04-30,Passed/Approved,2013-04-30,2023-11-30,2024-10-29,CCLW.executive.4242.2010,CCLW.family.4242.0,CCLW.corpus.i00000001.n0000,,,Disaster Risk Management,,Agriculture;Energy;Health;Industry;Water,Energy Supply;Energy Demand,"Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/national-sustainable-development-strategy-for-the-kyrgyz-republic_fe0e,https://climate-laws.org/document/national-sustainable-development-strategy-for-the-kyrgyz-republic_1c01,Main,Strategy,Executive
environment-act_24d3,Environment Act,environment-act_867f,Environment Act,"This Law establishes the basic principles and norms for the protection, conservation and recovery of the environment, promoting the sustainable use of natural resources. In addition, it organizes environmental management and integrates it with social and economic objectives, in order to achieve sustainable human development in the country.

The law notably determines the legal framework around renewable energy resources and reforestation efforts. Article 79 states that Panama recognizes, as an environmental service of the forest, the capture of carbon, and will establish mechanisms to capture financial and economic resources, through jointly agreed programs, internationally agreed upon.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc2NIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b4ac919716e70a8d4b591b41befb3574004608d9/f,Spanish,CCLW,PAN,Panama,1998-06-01 00:00:00+00:00,1998-06-01,Passed/Approved,1998-06-01,2023-11-30,2024-10-29,CCLW.legislative.4141.2006,CCLW.family.4141.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Energy;LULUCF;Transport,Institutions / Administrative Arrangements,"Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/environment-act_24d3,https://climate-laws.org/document/environment-act_867f,Main,Law,Legislative
energy-efficiency-act_37e7,Energy Efficiency Act,energy-efficiency-act_98e3,Energy Efficiency Act,"This act provides for the setting up of the Energy Efficiency Management Office. The objects of the Office shall be to promote the efficient use of energy and to promote national awareness for the efficient use of energy as a means to reduce carbon emissions and protect the environment. The act further details the missions and administrative organisation of the Office. It also determines in which conditions energy audits shall be undertaken.

The act also discusses regulations that can be adopted by the minister in charge in terms of 1) the minimum energy performance standards for any equipment, machine or appliance which is imported,
manufactured or sold in Mauritius, 2) the labelling requirements and specifications for any equipment, machine or appliance which is imported, manufactured or sold in Mauritius, 3) the criteria to classify energy consumers, 4) the minimum qualification standards for certification of energy auditors and related procedures for energy audits, 5) any other matter related to energy efficiency, and 6) any person who contravenes them shall commit an offence and shall, on conviction, be liable to a fine not exceeding 100,000 rupees.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc2tIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e91829a51f2e83deeb8792435b8b9cc8fe40b83d/f,English,CCLW,MUS,Mauritius,2011-04-29 00:00:00+00:00,2011-04-29,Passed/Approved,2011-04-29,2023-11-30,2024-10-29,CCLW.legislative.4128.2008,CCLW.family.4128.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Energy;Transport,Institutions / Administrative Arrangements;Energy Supply;Energy Demand,"Standards, obligations and norms|Regulation;Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/energy-efficiency-act_37e7,https://climate-laws.org/document/energy-efficiency-act_98e3,Main,Law,Legislative
energy-regulation-act_dce2,Energy Regulation Act,energy-regulation-act_bd8b,Energy Regulation Act,"This Act establishes the Energy Regulatory Authority to regulate the energy sector, defines its functions and powers, and provide for licensing of energy undertakings. Members of the Authority should have adequate knowledge related renewable energy. The Authority shall notably promote energy efficiency and the exploitation of renewable resources.

The Authority is charged in art. 9.2.(i) to promote the exploitation of renewable energy resources, and (e) to promote energy efficiency and energy savings.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczhIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4adc18243e708601e40f426b601592bdacbe06d0/f,English,CCLW,MWI,Malawi,2004-03-19 00:00:00+00:00,2004-03-19,Passed/Approved,2004-03-19,2023-11-30,2024-10-29,CCLW.legislative.4119.2014,CCLW.family.4119.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Energy,Institutions / Administrative Arrangements;Energy Supply,"Institutional mandates|Governance;Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/energy-regulation-act_dce2,https://climate-laws.org/document/energy-regulation-act_bd8b,Main,Law,Legislative
electricity-act-of-bhutan_50d8,Electricity Act of Bhutan,electricity-act-of-bhutan_6f85,Electricity Act of Bhutan,"The Electricity Act enables the restructuring of the power supply industry and the possible participation of the private sector, by providing mechanisms for licensing and regulating the operations of power companies. The establishment of the Bhutan Electricity Authority as an autonomous body is meant to ensure a transparent regulatory regime; the Authority also has the role of laying down the standards, codes, and specifications of the Electricity Supply Industry. The Electricity Act must define the roles and responsibilities of suppliers and protect the interests of the general public. Two of the core objectives of this act are to promote the development of renewable energy resources and to promote efficiency in management and service delivery.

Art. 60.3 states that the Minister may, on the recommendation of the Authority, direct Licensees to undertake certain public service obligation which may include obligations in relation to the use of renewable energy sources (60.3.v).

Art. 25.1. states that when granting or rejecting applications, the Authority shall take into consideration energy efficiency, as far as adequate for the project applied for.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdE1IIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--94f6b12e69b4eac3d0e722be102e2f5bf6508230/f,English,CCLW,BTN,Bhutan,2001-07-26 00:00:00+00:00,2001-07-26,Passed/Approved,2001-07-26,2023-11-30,2024-10-29,CCLW.legislative.4081.2018,CCLW.family.4081.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Energy;Industry,Institutions / Administrative Arrangements;Energy Supply;Energy Demand,"Institutional mandates|Governance;Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/electricity-act-of-bhutan_50d8,https://climate-laws.org/document/electricity-act-of-bhutan_6f85,Main,Law,Legislative
decree-law-no-11-2011-creating-the-national-institute-of-meteorology_5496,Decree-Law no. 11/2011 creating the National Institute of Meteorology,decree-law-no-11-2011-creating-the-national-institute-of-meteorology_fc60,Decree-Law no. 11/2011 creating the National Institute of Meteorology,"This Decree-Law creates the National Institute of Meteorology of Guinea-Bissau (INM-GB). The Institute is a public institute under governmental supervision. The document further establishes the institute's missions, including assessing climate, its variability, its effects, and contributing to develop adaptation recommendations.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaGNIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--db141ed691cae4ebf70a529a0b849e7675da4851/f,Portuguese,CCLW,GNB,Guinea-Bissau,2011-08-09 00:00:00+00:00,2011-08-09,Passed/Approved,2011-08-09,2023-11-30,2024-10-29,CCLW.executive.4062.1818,CCLW.family.4062.0,CCLW.corpus.i00000001.n0000,,,Adaptation,,,Adaptation;Institutions / Administrative Arrangements;Research And Development,"Institutional mandates|Governance;Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/decree-law-no-11-2011-creating-the-national-institute-of-meteorology_5496,https://climate-laws.org/document/decree-law-no-11-2011-creating-the-national-institute-of-meteorology_fc60,Main,Decree Law,Executive
legislative-decree-no-10-2011-on-the-law-of-industry_6726,Legislative Decree no 10/2011 on the Law of Industry,legislative-decree-no-10-2011-on-the-law-of-industry_079a,Legislative Decree no 10/2011 on the Law of Industry,"<p>The Legislative Decree regulates the industrial sector, notably through licenses being granted by the Ministry of Economy. Article 18 stipulates that a priority is given to award additional incentives to companies that protect the environment and use renewable energy resources.</p>
",,,,,,CCLW,PSE,"Palestine, State of",2011-01-01 00:00:00+00:00,2011-01-01,Passed/Approved,2011-01-01,2023-11-30,2024-10-29,CCLW.legislative.8563.0,CCLW.family.8563.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Energy;Industry,Institutions / Administrative Arrangements;Energy Supply,Subsidies|Economic;Tax incentives|Economic,,,https://climate-laws.org/documents/legislative-decree-no-10-2011-on-the-law-of-industry_6726,https://climate-laws.org/document/legislative-decree-no-10-2011-on-the-law-of-industry_079a,Main,Law,Legislative
national-disaster-risk-management-policy_9335,National disaster risk management policy,national-disaster-risk-management-policy_0c77,National disaster risk management policy,"<p>The Natural Disaster Risk Management Policy has been developed to guide disaster risk management mainstreaming in Malawi by devising policy strategies aimed at achieving the long term goal of reducing disaster losses in lives and in the social, economic and environmental assets of communities and the nation as envisioned in the 'Social Support and Disaster Risk Management' section of the Malawi Growth and Development Strategy.<br><br>The policy sets out six priority areas: Mainstreaming disaster risk management into sustainable development; Establishment of a comprehensive system for disaster risk identification, assessment and monitoring; Development and strengthening of a people-centred early warning system; Promotion of a culture of safety, and adoption of resilience-enhancing interventions; Reduction of underlying risks; and Strengthening preparedness capacity for effective response and recovery.</p>
",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbDRGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2278a2e4127541b2f48ce9f2c87dc05b9d456a95/f,English,CCLW,MWI,Malawi,2015-01-01 00:00:00+00:00,2015-01-01,Passed/Approved,2015-01-01,2023-11-30,2024-10-29,CCLW.executive.9216.1296,CCLW.family.9216.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Disaster Risk Management,,,Adaptation,"Early warning systems|Direct Investment;Processes, plans and strategies|Governance;MRV|Governance",,,https://climate-laws.org/documents/national-disaster-risk-management-policy_9335,https://climate-laws.org/document/national-disaster-risk-management-policy_0c77,Main,Policy,Executive
draft-law-no-3658-2020-amending-laws-on-improving-the-conditions-for-supporting-electricity-production-from-alternative-energy-sources_0b5c,Draft Law No. 3658/2020 Amending Laws on Improving the Conditions for Supporting Electricity Production from Alternative Energy Sources,law-no-2712-viii-on-competitive-conditions-for-the-production-of-electricity-from-alternative-energy-sources-and-amending-law-no-3658_2381,Law No. 2712-VIII on competitive conditions for the production of electricity from alternative energy sources and amending law No. 3658,"This law amends the <a href=""http://www.lse.ac.uk/GranthamInstitute/law/law-555-iv-on-alternative-energy-sources-amended-by-law-601-vi/"">2003 law on alternative energy sources</a>. It sets the rules for quotas of renewable energy and the related auction and feed-in tariff schemes.<br><br>Law No. 3658 of July 21, 2020, on Amendments to Certain Laws of Ukraine on Improving the Conditions for Supporting the Production of Electricity from Alternative Energy Sources, modifies the support schemes, reducing feed-in tariffs rates. It was signed by Ukraine president on July 31st as Law no. 810-IX. <br><br>On November 17, 2020, <a href=""http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=70002"">Law No. 4119</a> amending the State's budget for 2020 was adopted. This law tackles sets a guaranteed buyer scheme for renewable projects.",,,,http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=69138,Ukrainian,CCLW,UKR,Ukraine,2019-05-22 00:00:00+00:00,2020-07-21,Amended;Passed/Approved,2020-07-21;2019-05-22,2023-11-30,2024-10-29,CCLW.legislative.9213.3860,CCLW.family.9213.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Energy,Energy Supply;FIT,"Subsidies|Economic;Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/draft-law-no-3658-2020-amending-laws-on-improving-the-conditions-for-supporting-electricity-production-from-alternative-energy-sources_0b5c,https://climate-laws.org/document/law-no-2712-viii-on-competitive-conditions-for-the-production-of-electricity-from-alternative-energy-sources-and-amending-law-no-3658_2381,Amendment,Law,Legislative
disaster-preparedness-and-relief-act-cap-33-05_883a,Disaster Preparedness and Relief Act (Cap. 33:05),disaster-preparedness-and-relief-act-cap-33-05_0484,Disaster Preparedness and Relief Act (Cap. 33:05),"This Act makes provision for the prevention of disasters in Malawi and for disaster preparedness and disaster mitigation. There shall be a Commissioner for Disaster Preparedness and Relief who shall, among other things: supervise the the establishment of civil protection organizations and civil protection areas and control and direct personnel, materials and services for the purposes of this Act. The Act provides for the establishment of the National Disaster Preparedness and Relief Committee of Malawi.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbHdGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--922eb4e83f7804d93de8053b5091131d432d3251/f,English,CCLW,MWI,Malawi,1992-03-16 00:00:00+00:00,1992-03-16,Passed/Approved,1992-03-16,2023-11-30,2024-10-29,CCLW.legislative.9210.1294,CCLW.family.9210.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Disaster Risk Management,,,Adaptation,Early warning systems|Direct Investment;Capacity building|Governance;Institutional mandates|Governance,,,https://climate-laws.org/documents/disaster-preparedness-and-relief-act-cap-33-05_883a,https://climate-laws.org/document/disaster-preparedness-and-relief-act-cap-33-05_0484,Main,Act,Legislative
new-zealand-energy-and-efficiency-conservation-strategy-2017-2022_68f4,New Zealand Energy and Efficiency Conservation Strategy 2017-2022,new-zealand-energy-and-efficiency-conservation-strategy-2017-2022_c090,New Zealand Energy and Efficiency Conservation Strategy 2017-2022,"This document sets the country's goals on energy efficiency and deployment of renewables. It updates the <a href=""http://www.mbie.govt.nz/info-services/sectors-industries/energy/energy-strategies/documents-image-library/nz-energy-strategy-lr.pdf"">Energy Efficiency and Conservation Strategy 2011-2016</a> to apply the requirements set out in the <a href=""http://www.lse.ac.uk/GranthamInstitute/law/energy-efficiency-and-conservation-act-2000/"">Energy Efficiency and Conservation Act 2000</a> alongside the <a href=""https://www.mbie.govt.nz/assets/55f3c6780c/nz-energy-strategy-lr.pdf"">New Zealand Energy Strategy 2011-2021</a>.

The strategy focuses in particular on the process heat, transport and electricity sectors. It sets out a detailed list of actions to take across businesses, individuals and the public sector in order to attain a higher energy efficiency alongside reduced greenhouse gases emissions, and defines ways of tracking progress.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdkFFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--fd3997d44b0f580a869b7e8270d77b72ece8e268/f,English,CCLW,NZL,New Zealand,2017-06-01 00:00:00+00:00,2017-06-01,Passed/Approved,2017-06-01,2023-11-30,2024-10-29,CCLW.executive.9207.1169,CCLW.family.9207.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Energy;Transport,Energy Supply;Energy Demand;Buildings;Transport,"Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/new-zealand-energy-and-efficiency-conservation-strategy-2017-2022_68f4,https://climate-laws.org/document/new-zealand-energy-and-efficiency-conservation-strategy-2017-2022_c090,Main,Strategy,Executive
ministerial-decree-no-9-719-on-the-institutional-framework-of-the-project-for-the-development-of-resilience-to-recurrent-food-insecurity-in-the-sahel_6a48,Ministerial Decree No. 9.719 on the institutional framework of the Project for the Development of Resilience to Recurrent Food Insecurity in the Sahel,ministerial-decree-no-9-719-on-the-institutional-framework-of-the-project-for-the-development-of-resilience-to-recurrent-food-insecurity-in-the-sahel_d50f,Ministerial Decree No. 9.719 on the institutional framework of the Project for the Development of Resilience to Recurrent Food Insecurity in the Sahel,"This decree creates within the Ministry of Agriculture and Rural Equipment, a Project Management Unit (PMU) responsible for the implementation of the Food Insecurity Resilience Development Project. This applies to the Sahel in the regions of Fatick, Matam, Saint-Louis, Tambacounda and Ziguinchor (DRIARS Senegal). The aim of the project is to contribute to the reduction of food insecurity and to the development of the resilience of vulnerable populations in Senegal by targeting five (5) vulnerable regions of the country subjected to climate variability and hazards, in accordance with the objectives of the National Plan for Agricultural Investment (PNIA).",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbG9GIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5e44fe09bc393269e5e137831c6319ac7cc69b28/f,French,CCLW,SEN,Senegal,2015-05-04 00:00:00+00:00,2015-05-04,Passed/Approved,2015-05-04,2023-11-30,2024-10-29,CCLW.executive.9204.1292,CCLW.family.9204.0,CCLW.corpus.i00000001.n0000,,,Adaptation,,,Adaptation,Institutional mandates|Governance,,,https://climate-laws.org/documents/ministerial-decree-no-9-719-on-the-institutional-framework-of-the-project-for-the-development-of-resilience-to-recurrent-food-insecurity-in-the-sahel_6a48,https://climate-laws.org/document/ministerial-decree-no-9-719-on-the-institutional-framework-of-the-project-for-the-development-of-resilience-to-recurrent-food-insecurity-in-the-sahel_d50f,Main,Decree,Executive
decree-548-2019_3392,Decree 548/2019,decree-548-2019_338b,Decree 548/2019,This decree amends past decrees in order to update the regulatory framework on renewable energy production and reassess the thresholds for related incentives.,,,,https://www.boletinoficial.gob.ar/detalleAviso/primera/213104/20190808,Spanish,CCLW,ARG,Argentina,2019-08-07 00:00:00+00:00,2019-08-07,Passed/Approved,2019-08-07,2023-11-30,2024-10-29,CCLW.executive.9197.1171,CCLW.family.9197.1,CCLW.corpus.i00000001.n0000,,,Mitigation,,Energy,Energy Supply,Capacity building|Governance,,,https://climate-laws.org/documents/decree-548-2019_3392,https://climate-laws.org/document/decree-548-2019_338b,Main,Decree,Executive
presidential-regulation-55-2019-on-electric-vehicles_c08a,Presidential Regulation 55/2019 on electric vehicles,presidential-regulation-55-2019-on-electric-vehicles_411d,Presidential Regulation 55/2019 on electric vehicles,"This document aims at enabling battery-powered electric vehicles to be made and deployed in Indonesia. It includes two, three and four wheelers. It sets up incentives for local manufacturers, with minimum rates of local components, and aims at expanding the charging infrastructure. The regulation defines and details a fiscal and non-fiscal scheme of incentives for the sector, and determines the electricity supply rates to be applied.<br><br>MEMR Regulation no 13/2020 on the Provision of Electric Charging Infrastructure for Battery Electric Vehicle was adopted to implement decision 55/2019.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdlVFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1618fc5481cc1c73da2a5525837177bd789556d4/f,Indonesian,CCLW,IDN,Indonesia,2019-08-08 00:00:00+00:00,2019-08-08,Passed/Approved,2019-08-08,2023-11-30,2024-10-29,CCLW.executive.9193.1178,CCLW.family.9193.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Buildings;Transport,Transport,"Standards, obligations and norms|Regulation;Tax incentives|Economic",,,https://climate-laws.org/documents/presidential-regulation-55-2019-on-electric-vehicles_c08a,https://climate-laws.org/document/presidential-regulation-55-2019-on-electric-vehicles_411d,Main,Regulation,Executive
law-on-the-mobility-budget_5cc3,Law on the Mobility Budget,law-on-the-mobility-budget_baf9,Law on the Mobility Budget,"<ul>
<li>This <a href=""http://www.etaamb.be/fr/loi-du-17-mars-2019_n2019030319.html"" target=""_self"">law</a>, adopted by the Parliament and signed by the king, enables employers to set up a mobility budget within their companies. It is distinct from the ""cash for car"" regulation. The document aims at fostering environmentally-friendly cars, that is to say full-electric vehicles or car with CO2 emissions under 105 g/km in 2019, under 100 g/km in 2020 and under 95 g/km from 2021 onward. The mobility budget ceases to be granted if the car does not fit these objectives.<br><br>The law also promotes sustainable transport modes as following:<br>soft mobility (purchase, rental, leasing, maintenance and legally required equipment): cycles and motorcycles.</li>
<li>public transport: subscriptions (for the distance from home to work and on behalf of the worker) and tickets (public transport tickets in Belgium or in the European Economic Area); organised public transport.</li>
<li>sharing solutions: carpooling and car-pooling solutions, taxi services and chauffeur-driven car rental services, rental of self-driving vehicles (maximum 30 days per year).</li>
<li>housing costs (rents and interest on a mortgage): home established within 5 kilometres of the usual place of work; mileage allowance bike or provision of a bicycle.</li>
</ul>
",,,,http://www.ejustice.just.fgov.be/cgi/article_body.pl?language=fr&caller=summary&pub_date=19-03-29&numac=2019030319,English;French,CCLW,BEL,Belgium,2019-03-29 00:00:00+00:00,2024-01-01,Passed/Approved;Amended,2019-03-29;2024-01-01,2023-11-30,2026-02-15,CCLW.legislative.9189.1176,CCLW.family.9189.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Buildings;Transport,Transport,"Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/law-on-the-mobility-budget_5cc3,https://climate-laws.org/document/law-on-the-mobility-budget_baf9,Main,Royal Decree,Legislative
zimbabwe-national-contingency-plan-2012-2013_b47d,Zimbabwe: National contingency plan 2012-2013,zimbabwe-national-contingency-plan-2012-2013_d220,Zimbabwe: National contingency plan 2012-2013,"The overall objective of the National Contingency Plan is to help ensure that Government, partners and civil society establish a timely, consistent and coordinated response to anticipated hazards during the 2012-2013 planning period in order to minimise potential humanitarian consequences and initiate linkages for the early recovery of affected communities. It identifies four hazards: hydro-meteorological, biological, GTIs and technological. The Contingency Plan is in line with provisions of the draft National Disaster Risk Strategy which is still awaiting finalisation.

The first section provides details on risks, scenarios, planning assumptions and consequences for each of the identified hazards. The second section summarises the coordination and management systems providing details of roles and responsibilities during assessment and coordination. The third section lays out the activities to be undertaken by different stakeholders.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbFlGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--bf9abf508f3559881fef05818cfdb4e77ed34a8b/f,English,CCLW,ZWE,Zimbabwe,2019-12-12 00:00:00+00:00,2019-12-12,Passed/Approved,2019-12-12,2023-11-30,2024-10-29,CCLW.executive.9180.1288,CCLW.family.9180.0,CCLW.corpus.i00000001.n0000,,,Adaptation,,,Adaptation;Institutions / Administrative Arrangements,"Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/zimbabwe-national-contingency-plan-2012-2013_b47d,https://climate-laws.org/document/zimbabwe-national-contingency-plan-2012-2013_d220,Main,Plan,Executive
law-no-82-d-2014-establishing-a-set-of-green-fiscal-rules_5e23,Law No. 82 D/2014 establishing a set of green fiscal rules,law-no-82-d-2014-establishing-a-set-of-green-fiscal-rules-last-amended-by-law-82-2023_6f5a,"Law No. 82 D/2014 establishing a set of green fiscal rules, last amended by Law 82/2023","This law creates a series of tax breaks for low emissions vehicles, energy efficient buildings, and sustainable forest management.The Law 82/2023 is the State of Budget law to 2024. It brings some amendments on contributions outlined in the main legislation.",,,,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcTBFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8f329b194b15046ca6029f52fe64a3004eaf404e/f,Portuguese,CCLW,PRT,Portugal,2014-12-31 00:00:00+00:00,2023-12-29,Passed/Approved;Passed/Approved,2014-12-31;2023-12-29,2023-11-30,2025-01-25,CCLW.legislative.9173.1101,CCLW.family.9173.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Buildings;Energy;LULUCF;Transport,Transport;REDD+ And LULUCF;Buildings,Tax incentives|Economic,,,https://climate-laws.org/documents/law-no-82-d-2014-establishing-a-set-of-green-fiscal-rules_5e23,https://climate-laws.org/document/law-no-82-d-2014-establishing-a-set-of-green-fiscal-rules-last-amended-by-law-82-2023_6f5a,Main,Law,Legislative
