Policy,Year,Country,Policy_Content,URL,Subject,Document_Type,Keyword,Geographical_area,Entry into force notes,Source
Regional Decree No. 291-a constituting protected area of regional significance state nature reserve “Timoshinsky”.,2021,Russian Federation,"Protected area of regional significance “Timoshinsky” is constituted for an unlimited period of time and without expropriation of land plots with a view of conservation and restoration of valuable natural complexes and objects, habitats of rare and protected species of wild fauna and wild flora. Protected area of regional significance “Timoshinsky” shall perform the following tasks: (a) conservation the integrity of the ecosystem of the lower Unzha basin; (b) maintaining a link between intact ecosystems of river basins White Lukh and Black Lukh; (c) conservation of the zone of formation and regulation of the runoff of large tributaries of the rivers White Lukh and Black Lukh; (d) conservation of the unique forest areas of the European part of Russia with larches; (e) conservation of landscape-coenotic diversity, including unique and typical biogeocenoses of the southern taiga in the upper reaches of the Bond River; and (f) preservation of species of floristic and faunal diversity, including conservation of habitats of rare and endangered plant and animal species. The profile of the “Timoshinsky” reserve is complex (landscape). The following activities shall be authorized on the territory of protected area of regional significance “Timoshinsky”: (a) haymaking; (b) grazing; (c) educational tourism; (d) recreational and sport hunting and fishing; (e) scientific research; (f) environmental protection; and (g) timber extraction and procurement of non-timber forest resources. The following activities shall be prohibited on the territory of protected area of regional significance “Timoshinsky”: (a) felling, except for selective felling and selective sanitary felling except for in case of the outbreak of foci of harmful pests and diseases; (b) application of toxic chemicals as forest protection means, also for scientific research purposes; (c) introduction of alien plant and tree species; (d) commercial hunting; (e) all types of land reclamation; (f) plowing land for agricultural purposes; (g) ruin of nests, clutches, burrows; (h) introduction of plants and animals for the purpose of acclimatization, with the exception of re-acclimatization and restoration of the number of native species; (i) any type construction not related to the functioning of protected area of regional significance “Timoshinsky”; (j) allotment of land plots for individual housing construction, gardening or horticulture; (k) traffic off roads and established traffic routes, as well as parking of transport outside specially designated places; (l) pollution of territories and water areas; (m) storage and disposal of manure and industrial and consumption waste; (n) storage of fuels and lubricants, pesticides, mineral fertilizers, placement of cattle burial grounds, cemeteries, dumps of domestic and industrial waste; (o) destruction of hollow trees, large trees with broken tops; (p) tapping trees; (q) industrial harvesting of medicinal raw materials, moss, reeds, forest litter, bark, other technical raw materials; (r) organization of tourist routes without special flooring; (s) organization of tourist camps, bivouacs, making fires outside specially allotted places without agreement with the administration of the reserve “Timoshinsky”; (t) moving through the territory of the reserve “Timoshinsky” using tracked vehicles (with the exception of cases related to ensuring the regime of protection, forestry, reforestation and forest protection works); (u) geological study, exploration and extraction of minerals and groundwater; (v) destruction or damage of barriers, notice boards, stands and other information signs and telltales, as well as equipped ecological trails and recreation areas; and (w) causing harm to natural complexes and their components.",https://www.ecolex.org/details/legislation/regional-decree-no-291-a-constituting-protected-area-of-regional-significance-state-nature-reserve-timoshinsky-lex-faoc207631/?type=legislation&xsubjects=Mineral+resources&page=212,"Forestry, Wild species & ecosystems",Regulation,"Protected area, Ecosystem preservation, Public forest, Protection forest, Forest species, Protection of species, Timber, Timber extraction/logging, Education, Research, Forest management/forest conservation, Management/conservation, Wild fauna, Wild flora, Protection of habitats, Endangered species, Tourism","Arctic, Asia and the Pacific, Black Sea, Caspian Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, Europe and Central Asia, North Pacific, North-West Pacific",This Regional Decree enters into force on the date of its official publication.,ECOLEX_Legislation
Regional Decree No. 292-a constituting protected area of regional significance state nature reserve “Loparevsky”.,2021,Russian Federation,"Protected area of regional significance “Loparevsky” is constituted for an unlimited period of time and without expropriation of land plots with a view of conservation and restoration of valuable natural complexes and objects, habitats of rare and protected species of wild fauna and wild flora. Protected area of regional significance “Loparevsky” shall perform the following tasks: (a) of the key part of the ecosystem of the western part of the Kostroma region, located at the watershed between the basins of the Kostroma and Nemda rivers; (b) conservation of the runoff-forming and runoff-regulating significance of bog ecosystems of Lake Galich and large tributaries of the Kostroma River; (c) preservation of lacustrine and swampy lakeside ecosystems; and (d) conservation and restoration of habitats of rare and endangered plant and animal species. The profile of the “Loparevsky” reserve is complex (landscape). The following activities shall be authorized on the territory of protected area of regional significance “Loparevsky”: (a) haymaking; (b) grazing; (c) educational tourism; (d) recreational and sport hunting and fishing; (e) scientific research; (f) environmental protection; and (g) timber extraction and procurement of non-timber forest resources. The following activities shall be prohibited on the territory of protected area of regional significance “Loparevsky”: (a) felling, except for selective felling and selective sanitary felling except for in case of the outbreak of foci of harmful pests and diseases; (b) application of toxic chemicals as forest protection means, also for scientific research purposes; (c) introduction of alien plant and tree species; (d) commercial hunting; (e) all types of land reclamation; (f) plowing land for agricultural purposes; (g) ruin of nests, clutches, burrows; (h) introduction of plants and animals for the purpose of acclimatization, with the exception of re-acclimatization and restoration of the number of native species; (i) any type construction not related to the functioning of protected area of regional significance “Loparevsky”; (j) allotment of land plots for individual housing construction, gardening or horticulture; (k) traffic off roads and established traffic routes, as well as parking of transport outside specially designated places; (l) pollution of territories and water areas; (m) storage and disposal of manure and industrial and consumption waste; (n) storage of fuels and lubricants, pesticides, mineral fertilizers, placement of cattle burial grounds, cemeteries, dumps of domestic and industrial waste; (o) destruction of hollow trees, large trees with broken tops; (p) tapping trees; (q) industrial harvesting of medicinal raw materials, moss, reeds, forest litter, bark, other technical raw materials; (r) organization of tourist routes without special flooring; (s) organization of tourist camps, bivouacs, making fires outside specially allotted places without agreement with the administration of the reserve “Loparevsky”; (t) moving through the territory of the reserve “Loparevsky”  using tracked vehicles (with the exception of cases related to ensuring the regime of protection, forestry, reforestation and forest protection works); (u) geological study, exploration and extraction of minerals and groundwater; (v) destruction or damage of barriers, notice boards, stands and other information signs and telltales, as well as equipped ecological trails and recreation areas; and (w) causing harm to natural complexes and their components.",https://www.ecolex.org/details/legislation/regional-decree-no-292-a-constituting-protected-area-of-regional-significance-state-nature-reserve-loparevsky-lex-faoc207632/?type=legislation&xsubjects=Mineral+resources&page=212,"Environment gen., Water, Wild species & ecosystems",Regulation,"Protected area, Ecosystem preservation, Wetlands, Protection of habitats, Education, Research, Tourism, Management/conservation, Wild fauna, Wild flora, Endangered species, Protection of species","Arctic, Asia and the Pacific, Black Sea, Caspian Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, Europe and Central Asia, North Pacific, North-West Pacific",This Regional Decree enters into force on the date of its official publication.,ECOLEX_Legislation
Regional Decree No. 289-a constituting protected area of regional significance “Susanin swamp”.,2021,Russian Federation,"Protected area of regional significance “Susanin swamp” is constituted with a view of conservation of a large wetland complex, including ecosystems of transitional and lowland bogs with valuable habitats of rare wild fauna and wild flora species, which has important water protection and water regulation value. Protected area of regional significance “Susanin swamp” shall perform the following tasks: (a) conservation of a unique in size, set of tracts, degree of landscape diversity on the scale of the Upper Volga physical and geographical province and the Kostroma region wetland areas; (b) conservation of a large lowland bog complex, which acts as a link of ecosystem that supports the sustainable state of natural complexes of the basins of the Kostroma and Shacha rivers; (c) conservation of the swamp massif, which has a water-protective and runoff-forming value for river Shachi; (d) conservation of landscapes that have aesthetic, historical, educational and recreational value; and (e) conservation of habitats of rare and endangered wild fauna and wild flora species. Protected area of regional significance “Susanin swamp” shall be classified as complex nature reserve, constituted for an unlimited (open-ended) period of time. The following activities shall be authorized on the territory of protected area of regional significance “Susanin swamp”: (a) hunting management in compliance with the legislation on hunting and protection of hunting species (game); (b) reforestation; (c) scientific research; (d) educational activities; (e) procurement of non-timber forest resources and medicinal herbs by citizens for personal needs; (f) recreational fishing; (g) haymaking in specially allotted areas; and (h) fire prevention and forest protection measures carried out in accordance with forestry regulations. The following activities shall be prohibited on the territory of protected area of regional significance “Susanin swamp”: (a) modification of the existing hydrological regime; (b) collection of plants in bouquets; (c) felling of forest plantations (except for felling, thinning, clearing and localization and elimination of foci of harmful organisms); (d) use of toxic chemicals for the protection of forests, including scientific purposes; (e) introduction of  alien species of trees, shrubs, lianas, other forest plants; (f) commercial hunting; (g) all types of land reclamation works; (h) plowing land for agricultural purposes; (i) ruin of nests, clutches, burrows; (j) introduction of plants and animals for the purpose of acclimatization, with the exception of re-acclimatization and restoration of the number of native species; (k) any type construction not related to the functioning of Protected area of regional significance “Susanin swamp”; (l) allotment of land plots for individual housing construction, gardening or horticulture; (m) traffic off roads and established traffic routes, as well as parking of transport outside specially designated places; (n) pollution of territories and water areas; (o) storage and disposal of manure and industrial and consumption waste; (p) storage of fuels and lubricants, pesticides, mineral fertilizers, placement of cattle burial grounds, cemeteries, dumps of domestic and industrial waste; (q) destruction of hollow trees, large trees with broken tops; (r) tapping trees; (s) industrial harvesting of medicinal raw materials, moss, reeds, forest litter, bark, other technical raw materials; (t) organization of tourist routes without special flooring; (u) organization of tourist camps, bivouacs, making fires outside specially allotted places without agreement with the administration of the reserve ""Susanin swamp""; (v) moving through the territory of the reserve ""Susanin swamp"" using tracked vehicles (with the exception of cases related to ensuring the regime of protection, forestry, reforestation and forest protection works); (w) geological study, exploration and extraction of minerals and groundwater; (x) destruction or damage of barriers, notice boards, stands and other information signs and telltales, as well as equipped ecological trails and recreation areas; and (y) causing harm to natural complexes and their components.",https://www.ecolex.org/details/legislation/regional-decree-no-289-a-constituting-protected-area-of-regional-significance-susanin-swamp-lex-faoc207628/?type=legislation&xsubjects=Mineral+resources&page=212,"Environment gen., Water, Wild species & ecosystems",Regulation,"Protected area, Ecosystem preservation, Wetlands, Protection of habitats, Education, Research, Management/conservation, Wild fauna, Wild flora, Endangered species, Game, Protection of species","Arctic, Asia and the Pacific, Black Sea, Caspian Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, Europe and Central Asia, North Pacific, North-West Pacific",This Regional Decree enters into force on the date of its official publication.,ECOLEX_Legislation
Regional Decree No. 288-a constituting protected area of regional significance “Ivankovo swamp”.,2021,Russian Federation,"Protected area of regional significance “Ivankovo swamp” is constituted with a view of conservation and restoration of valuable natural complexes and objects, habitats of rare and protected species of wild fauna and wild flora. Protected area of regional significance “Ivankovo swamp” shall perform the following tasks: (a) preservation of representative landscapes of sandy hilly glacier plains with boreal spruce-pine forests and swamps; (b) maintaining the ecological framework of the northwestern part of the Kostroma region in the form of a strip of coniferous water protection and slope protection forests along the valleys of the Kostroma and Vochi rivers; (c) preservation of valuable forest-bog and inundable-meadow natural communities; and (d) conservation and restoration of habitats of rare and endangered species plants and animals. Protected area of regional significance “Ivankovo swamp” shall be classified as complex nature reserve, constituted for an unlimited (open-ended) period of time. The following activities shall be authorized on the territory of protected area of regional significance “Ivankovo swamp”: (a) haymaking; (b) grazing; (c) educational tourism; (d) recreational and sport hunting and fishing; (e) scientific research; (f) environmental protection; and (g) timber extraction and procurement of non-timber forest resources. The following activities shall be prohibited on the territory of protected area of regional significance “Ivankovo swamp”: (a) felling, except for selective felling and selective sanitary felling except for in case of the outbreak of foci of harmful pests and diseases; (b) application of toxic chemicals as forest protection means, also for scientific research purposes; (c) introduction of alien plant and tree species; (d) commercial hunting; (e) all types of land reclamation; (f) plowing land for agricultural purposes; (g) ruin of nests, clutches, burrows; (h) introduction of plants and animals for the purpose of acclimatization, with the exception of re-acclimatization and restoration of the number of native species; (i) any type construction not related to the functioning of protected area of regional significance “Ivankovo swamp”; (j) allotment of land plots for individual housing construction, gardening or horticulture; (k) traffic off roads and established traffic routes, as well as parking of transport outside specially designated places; (l) pollution of territories and water areas; (m) storage and disposal of manure and industrial and consumption waste; (n) storage of fuels and lubricants, pesticides, mineral fertilizers, placement of cattle burial grounds, cemeteries, dumps of domestic and industrial waste; (o) destruction of hollow trees, large trees with broken tops; (p) tapping trees; (q) industrial harvesting of medicinal raw materials, moss, reeds, forest litter, bark, other technical raw materials; (r) organization of tourist routes without special flooring; (s) organization of tourist camps, bivouacs, making fires outside specially allotted places without agreement with the administration of the reserve ""Ivankovo swamp""; (t) moving through the territory of the reserve ""Ivankovo swamp"" using tracked vehicles (with the exception of cases related to ensuring the regime of protection, forestry, reforestation and forest protection works); (u) geological study, exploration and extraction of minerals and groundwater; (v) destruction or damage of barriers, notice boards, stands and other information signs and telltales, as well as equipped ecological trails and recreation areas; and (w) causing harm to natural complexes and their components.",https://www.ecolex.org/details/legislation/regional-decree-no-288-a-constituting-protected-area-of-regional-significance-ivankovo-swamp-lex-faoc207629/?type=legislation&xsubjects=Mineral+resources&page=212,"Environment gen., Forestry, Water, Wild species & ecosystems",Regulation,"Protected area, Ecosystem preservation, Wetlands, Protection of habitats, Education, Research, Tourism, Public forest, Forest species, Protection of species, Timber, Timber extraction/logging, Non-timber products, Forest management/forest conservation, Management/conservation, Wild fauna, Wild flora, Endangered species","Arctic, Asia and the Pacific, Black Sea, Caspian Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, Europe and Central Asia, North Pacific, North-West Pacific",This Regional Decree enters into force on the date of its official publication.,ECOLEX_Legislation
Regulation No. 18 of 2021 of Minister of the Interior of Estonia on the requirements for bonfires and barbecue areas,2021,Estonia,"This Regulation lays down requirements for making a fire and using a barbecue area in any area, including barbecue equipment. It consists of six sections: Scope of application (1); Definitions (2); Requirements for making a fire (3); Requirements for barbecue area (4); Surveillance and fire-fighting equipment (5); and Repeal of regulation of Minister of the Interior (6).",https://www.ecolex.org/details/legislation/regulation-no-18-of-2021-of-minister-of-the-interior-of-estonia-on-the-requirements-for-bonfires-and-barbecue-areas-lex-faoc207320/?type=legislation&xsubjects=Mineral+resources&page=212,Environment gen.,Regulation,"Hazards, Forest fires","Europe, Europe and Central Asia, European Union Countries, Northern Europe",,ECOLEX_Legislation
Presidential Decree No. 400 validating the National Security Strategy of the Russian Federation.,2021,Russian Federation,"National Security Strategy of the Russian Federation is the basic nationwide multi-sectoral policy document of strategic planning, defining national interests and strategic national priorities of the Russian Federation, goals and objectives of state policy in the field of ensuring national security and sustainable development of the Russian Federation for the long term. The implementation by the Russian Federation of the state policy in the field of national security contributes to the enhancement of internal stability, the development of economic, political, military and spiritual potential of Russia, necessary to strengthen its role as one of the influential centers of the modern world.",https://www.ecolex.org/details/legislation/presidential-decree-no-400-validating-the-national-security-strategy-of-the-russian-federation-lex-faoc203816/?type=legislation&xsubjects=Mineral+resources&page=212,"Environment gen., Food & nutrition, Fisheries, Forestry, Sea, General",,"Policy/planning, Environmental security, Governance, Sustainable development, Climate change, Fishery management and conservation, Public health, Right to food, Poverty, Food quality control/food safety, Monitoring, Disasters, Human rights, Inland fisheries, Marine fisheries, Offences/penalties, Legal proceedings/administrative proceedings, Forest management/forest conservation, EEZ-Exclusive Economic Zone, Territorial sea, Continental shelf","Arctic, ASIA AND THE PACIFIC, Black Sea, Caspian Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, EUROPE AND CENTRAL ASIA, North Pacific, North-West Pacific",This Presidential Decree enters into force on the date of signature.,ECOLEX_Legislation
Federal Law No. 296-FZ “On limiting greenhouse gas emissions”.,2021,Russian Federation,"This Federal Law defines the foundations of legal regulation of relations in the field of economic and other activities, which is accompanied by greenhouse gas emissions and is carried out on the territory of the Russian Federation, as well as on the continental shelf, in the Exclusive Economic Zone of the Russian Federation, in the Russian sector of the Caspian Sea. The scope of this Federal Law shall be to create conditions for sustainable and balanced development of the economy of the Russian Federation while reducing the level of greenhouse gas emissions. Principles for limiting greenhouse gas emissions shall be as follows: (a) ensuring sustainable and balanced development of the economy of the Russian Federation while reducing emissions greenhouse gases; (b) obligation of regular reporting by regulated organizations on greenhouse gas emissions; (c) obligation to meet the reduction targets of greenhouse gas emissions; (d) voluntary implementation of climate projects; and (e)  scientific substantiation, consistency and complexity of the approach to limiting greenhouse gas emissions. Measures to limit greenhouse gas emissions include: (a) state accounting of greenhouse gas emissions; (b) setting greenhouse gases emission reduction targets; and (c) support in accordance with the legislation of the Russian Federation of activities to reduce greenhouse gas emissions and increased absorption of greenhouse gases. Target for reducing greenhouse gas emissions for the economy of the Russian Federation is established by the Government of the Russian Federation in accordance with the decrees of the President of the Russian Federation and documents of strategic planning, developed within the framework of goal-setting at the federal level, taking into account the absorption of greenhouse gases in forests and other natural ecological systems and is based on the need to ensure sustainable and balanced development of the economy of the Russian Federation. The report on greenhouse gas emissions must contain information on the amount of greenhouse gas emissions resulting from economic and other activities of regulated organizations, for calendar year, as well as the initial information on the basis of which the amount of these emissions is determined. Liability for untimely submission of such a report, as well as for submission in the specified report of unreliable information is established by the legislation of the Russian Federation. State accounting of greenhouse gases emissions shall be performed in the form of maintaining a register of greenhouse gas emissions, which is a state information system, in accordance with this Federal Law, legislation of the Russian Federation on information, information technologies and protection of information and other regulatory legal acts. Russian Federation shall perform international cooperation in the field of limiting greenhouse gas emissions in accordance with generally recognized principles and norms of international law and international treaties of the Russian Federation.",https://www.ecolex.org/details/legislation/federal-law-no-296-fz-on-limiting-greenhouse-gas-emissions-lex-faoc203840/?type=legislation&xsubjects=Mineral+resources&page=212,"Environment gen., Forestry, Sea",Legislation,"Basic legislation, Sustainable development, Climate change, Emissions, Business/industry/corporations, International relations/cooperation, Offences/penalties, Legal proceedings/administrative proceedings, Data collection/reporting, Access-to-information, Registration, Forest management/forest conservation, EEZ-Exclusive Economic Zone, Continental shelf, Maritime zone","Arctic, Asia and the Pacific, Black Sea, Caspian Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, Europe and Central Asia, North Pacific, North-West Pacific",This Federal Law enters into force 180 days after the date of its official publication.,ECOLEX_Legislation
"Sri Lanka Land Development Corporation (Amendment) Act, No. 13 of 2021.",2021,Sri Lanka,"This Act makes changes to the Sri Lanka Land  Development Corporation Act, No. 15 of 1968.",https://www.ecolex.org/details/legislation/sri-lanka-land-development-corporation-amendment-act-no-13-of-2021-lex-faoc204087/?type=legislation&xsubjects=Mineral+resources&page=212,Land & soil,Legislation,"Institution, Legal proceedings/administrative proceedings","Asia, Asia and the Pacific, Indian Ocean, South Asian Seas, Southern Asia",,ECOLEX_Legislation
Macao Special Administrative Region Law No. 9/2021 on Protection of Consumer Rights.,2021,"China, Macao SAR","This Law establishes a system to protect consumer rights, ensuring that consumers are provided with safe and quality goods or services. It aims to maintain fairness and equality in the legal relationships between businesses operators and consumers, enhance transparency in commercial activities, safeguard consumers' legitimate interests, and combat unfair business practices. The Law contains 9 Chapters:  General regulations; Consumer rights; Improper business practices against consumers; Exhibition or exhibition sales activities; Contracts for supplying consumer goods and providing services to consumers; Contracts concluded remotely, contracts concluded outside commercial premises, and prepaid contracts; Supervision; Punishment system; Resolution of consumer disputes; Supplementay provisions.",https://www.ecolex.org/details/legislation/macao-special-administrative-region-law-no-92021-on-protection-of-consumer-rights-lex-faoc221143/?type=legislation&xsubjects=Mineral+resources&page=212,General,Legislation,"Consumer protection, Institution, Inspection, Offences/penalties, Internal trade, International trade","Asia, Eastern Asia, North Pacific, North-West Pacific",,ECOLEX_Legislation
Law on regulation of the market of agricultural products.,2021,Serbia,"This Law regulates necessary requirements and measures for the management of the market of agricultural products, including rules regarding the trade with other countries, as well as other issues of importance for the regulation of the market of agricultural products.",https://www.ecolex.org/details/legislation/law-on-regulation-of-the-market-of-agricultural-products-lex-faoc208555/?type=legislation&xsubjects=Mineral+resources&page=212,"Agricultural & rural development, Livestock, Food & nutrition, Cultivated plants",Legislation,"Processing/handling, Inspection, Internal trade, International trade, Offences/penalties, Data collection/reporting, Standards, Classification/declassification, Cereals/grains/rice, Milk/dairy products, Fruits/edible nuts, Food quality control/food safety, Sheep/goats, Vegetables/legumes, Meat, Viticulture/oenological practices, Poultry products, Apiculture/sericulture, Sugar, Hygiene/sanitary procedures, Packaging/labelling, Transport/storage, Swine, Agricultural commodities, Animal production, Slaughtering, Animal feed/feedstuffs, Plant production, Planting material/seeds, Tobacco","Europe, Europe and Central Asia","This text entered into force eight days after its publication in the Official Gazette (published on 2 July 2021), except for the provisions of articles 7–14, articles 16-21, article 23, article 27, articles 29 and 30 and article 39, which will apply from 1 January 2022 and the provisions of articles 35 and 36 and article 38, which shall apply from the date of accession of the Republic of Serbia to the European Union.",ECOLEX_Legislation
Decree Law No. 59/2021 concerning urgent measures relating to the Complementary Fund to the National Recovery and Resilience Plan and other urgent investment measures.,2021,Italy,"The Decree Law approves the National Plan for Complementary Investments (PNC) aimed at integrating with national resources the interventions of the National Recovery and Resilience Plan (PNRR) for the years 2021 to 2026. The Plan identifies 24 programs to be exclusively financed by national resources and six to be co-financed with the PNRR. These include social inclusion programms and connection with less favored areas; sustainable transport; harbor upgrade and climate resilience, including energy efficiency and renewable energy initiatives; health, environment and biodiversity; innovation; organic production and processes; disaster management.",https://www.ecolex.org/details/legislation/decree-law-no-592021-concerning-urgent-measures-relating-to-the-complementary-fund-to-the-national-recovery-and-resilience-plan-and-other-urgent-investment-measures-lex-faoc214933/?type=legislation&xsubjects=Mineral+resources&page=212,"Agricultural & rural development, Energy, Fisheries, Wild species & ecosystems, General",Legislation,"Less favoured areas, Public health, Social protection, Research, Agricultural development, Agroecology, Contract/agreement, Hazards, Ecological production/organic production, Special fund, Sustainable development, Bioenergy, Biofuel, Energy conservation/energy production, Renewable energy, Aquaculture, Harbour, Biodiversity, Climate change, Early warning system, Protected area, Risk assessment/management","Alps, Europe, Europe and Central Asia, European Union Countries, Mediterranean, Southern Europe",,ECOLEX_Legislation
Order No. 58 of the Ministry of Agrarian Policy and Food validating the forms of documents regarding the implementation of financial support for activities in the agro-industrial complex by reducing the cost of credits.,2021,Ukraine,This Order validates the forms of the following documents: (a) applications for receiving in year 20____ compensation under concluded credit agreements; (b) the register of compensation payments to borrowers for interest actually paid to the authorized bank for the use of loans; and (c) the register of compensation payments to borrowers for interest actually paid to the authorized bank for the use of loans for November - December last year.,https://www.ecolex.org/details/legislation/order-no-58-of-the-ministry-of-agrarian-policy-and-food-validating-the-forms-of-documents-regarding-the-implementation-of-financial-support-for-activities-in-the-agro-industrial-complex-by-reducing-the-cost-of-credits-lex-faoc214225/?type=legislation&xsubjects=Mineral+resources&page=212,Agricultural & rural development,Regulation,"Financial agricultural measures, Credit, Liability/compensation, Contract/agreement, Registration","Black Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, Europe and Central Asia",This Order enters into force on the date of its official publication.,ECOLEX_Legislation
Act (2021:787) on climate statement for buildings.,2021,Sweden,"The purpose of the present Act is to reduce the climate impact when buildings are constructed. The building contractor shall be responsible for elaborating a climate statement when a new building is constructed. Barns and production premises for agriculture, forestry and similar industries are exempted from this Act. The information on the climate impacts of the building shall include: 1) supply of raw materials in the product phase; 2) transport in the product phase; 3) manufacturing in the product phase; 4) transport  during the construction phase; and 5) the construction and installation process in the construction phase. Statements shall be registered by the registration authority.",https://www.ecolex.org/details/legislation/act-2021787-on-climate-statement-for-buildings-lex-faoc205748/?type=legislation&xsubjects=Mineral+resources&page=213,"Environment gen., Land & soil",Legislation,"Climate change, Protection of environment, Emissions, Data collection/reporting, Registration, Ecofriendly products/ecofriendly processes, Monitoring, Offences/penalties, Land-use planning","Arctic, Europe, Europe and Central Asia, European Union Countries, North Atlantic, North Sea, North-East Atlantic, Northern Europe",,ECOLEX_Legislation
"Public Health (Control of Covid -19) Rules, 2021 Statutory Instrumentss 2021 - No. 38",2021,Uganda,"These Rules, enacted by the Minister of Health to stem the spread of Covid-19 pandemic, provide for a number of provisions covering various aspects of the management of the pandemic: the responsibility for notification of cases, the measures to impose the respect of isolation or quarantine and the wearing of facial masks, the sanitation of premises and the disposal of bodies. In addition, the Rules extend the curfew imposed throughout Uganda by S.I. 55 of 2020 and impose the indefinite closure of certain places (bars, clubs, public prayers, indoor sports and events etc.) and the indefinite suspension of certain activities (schools, parties, sale of non-food items outside designated markets etc).",https://www.ecolex.org/details/legislation/public-health-control-of-covid-19-rules-2021-statutory-instrumentss-2021-no-38-lex-faoc206858/?type=legislation&xsubjects=Mineral+resources&page=213,General,Regulation,"Hazards, Public health, Quarantine, Risk assessment/management, Inspection, Offences/penalties, Pests/diseases, Authorization/permit","Africa, Eastern Africa, Landlocked Developing Nations, Least Developed Countries","These Rules shall be deemed to have come into force on 18th June, 2021.",ECOLEX_Legislation
"Regulation on the detailed scope of data included in strategic noise maps, the method of their presentation and the form of their transmission.",2021,Poland,"This Regulation of the Minister of Climate and Environment, which is composed of four articles and two Annexes, lays down: (1) detailed scope of data included in strategic noise maps drawn up for cities with more than 100,000 inhabitants, the method of their presentation and the form of their transmission (specified in Annex 1); (2) detailed scope of data included in the strategic noise maps prepared for major and main roads, railway lines and major airports, the method of their presentation and the form of their transmission (specified in Annex 2). The maps are used for processing data for the national monitoring of the environment, for creation and updating programs of the protection of environment from noise, and for informing society about noise pollution.",https://www.ecolex.org/details/legislation/regulation-on-the-detailed-scope-of-data-included-in-strategic-noise-maps-the-method-of-their-presentation-and-the-form-of-their-transmission-lex-faoc206898/?type=legislation&xsubjects=Mineral+resources&page=213,Environment gen.,Regulation,Noise pollution,"Eastern Europe, Europe, Europe and Central Asia, European Union Countries",The Regulation entered into force on 5 August 2021.,ECOLEX_Legislation
Decree (2021:789) on climate statement for buildings.,2021,Sweden,"The present Decree lays down rules implementing Act (2021: 787) on climate statement for buildings, including rules on relevant authorities, exemptions, content of the statement, registration, and supervision.",https://www.ecolex.org/details/legislation/decree-2021789-on-climate-statement-for-buildings-lex-faoc205763/?type=legislation&xsubjects=Mineral+resources&page=213,"Environment gen., Land & soil",Regulation,"Climate change, Protection of environment, Emissions, Data collection/reporting, Registration, Ecofriendly products/ecofriendly processes, Monitoring, Offences/penalties, Land-use planning","Arctic, Europe, Europe and Central Asia, European Union Countries, North Atlantic, North Sea, North-East Atlantic, Northern Europe",,ECOLEX_Legislation
"Public Health Covid-19 General Regulations, Government Notice 144 of 2021",2021,Namibia,"These regulations are made in response to the global outbreak of the Coronavirus Disease. These apply during the specified period of 16th July 2021 to 31st July 2021. Essentially, the regulations provide penal sanctions for the contravention of the provisions a authorize officers to enforce same provisions. The regulations provide for a curfew of 21:00 to 04:00 for the duration. The regulations further mandate the wearing of masks and authorizes certain officers to enforce the compulsory wearing of masks in public places. The regulations further prohibit public gatherings, with specific exceptions including where the gathering is composed of members of the same family, people gathered in their workplace, a group of people independently or coincidentally find themselves at a specific place, etc. There are certain restrictions relating to the time of sell and purchase of alcohol, as well as restrictions on contact sports, nightclubs, casinos and other businesses. The regulations prevent the entry of non-citizens and people who do not hold a permanent residence in Namibia from entry into the country during the specified period. For persons allowed entry into the country, the regulations provide for such persons to be quarantined in accordance to the Public and Environmental Health Act, 2015. The Regulations allow for the operation of businesses relating to the transportation of goods and services and provides for such to be done in strict compliance with guidelines set out to suppress the spread of COVID-19.",https://www.ecolex.org/details/legislation/public-health-covid-19-general-regulations-government-notice-144-of-2021-lex-faoc204233/?type=legislation&xsubjects=Mineral+resources&page=213,General,Regulation,"Hazards, Hygiene/sanitary procedures, Inspection, Public health","Africa, South Atlantic, Southern Africa",,ECOLEX_Legislation
Ley N⁰ XVI-139 – Energía renovable como fuente de la matriz energética en la provincia de Misiones.,2021,Argentina,"La presente Ley tiene por finalidad fomentar la transición progresiva hacia la energía renovable como fuente de la matriz energética de la Provincia, a partir de la generación de un marco regulatorio que tenga por objeto el desarrollo sostenible y la mitigación climática, mediante la integración y complementación energética regional de fuentes de energías renovables. Se establece los objetivos de la ley y la autoridad de aplicación.",https://www.ecolex.org/details/legislation/ley-n0-xvi-139-energia-renovable-como-fuente-de-la-matriz-energetica-en-la-provincia-de-misiones-lex-faoc206528/?type=legislation&xsubjects=Mineral+resources&page=213,Energy,Legislation,"Business/industry/corporations, Climate change, Energy conservation/energy production, Renewable energy, Sustainable development","Americas, Latin America and the Caribbean, South America, South Atlantic",,ECOLEX_Legislation
